,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
770,b,1,c,5,f,3,fifteen
771,d,2,g,6,c,4,fourteen
772,b,1,d,1,d,3,fifteen
773,c,2,a,3,b,4,draw
774,c,3,a,6,h,7,nine
775,d,3,d,1,a,4,ten
776,d,1,b,4,b,3,draw
777,d,1,d,2,f,3,fourteen
778,d,2,f,8,f,3,fourteen
779,a,1,b,3,h,1,nine
780,d,3,g,5,d,5,eleven
781,a,1,b,2,h,8,fourteen
782,c,1,e,4,f,4,draw
783,b,1,a,5,e,4,fourteen
784,d,1,e,3,a,1,four
785,b,1,h,1,e,4,fifteen
786,c,1,b,3,h,8,twelve
787,c,1,h,4,f,5,fourteen
788,b,2,e,5,f,5,draw
789,c,2,a,3,d,6,thirteen
790,d,4,f,8,g,5,nine
791,c,1,h,3,c,7,fourteen
792,b,1,g,3,f,5,sixteen
793,d,4,g,1,h,7,six
794,c,1,h,4,b,5,fourteen
795,d,1,a,3,c,7,fourteen
796,b,2,a,4,d,1,ten
797,c,3,h,8,f,3,twelve
798,b,1,a,8,h,3,twelve
799,c,1,b,8,e,1,nine
800,b,1,h,8,b,3,fourteen
801,d,3,g,7,h,6,draw
802,c,3,h,4,c,1,two
803,d,1,a,3,a,8,ten
804,d,3,a,8,a,2,seven
805,d,2,d,7,d,5,fourteen
806,d,4,g,5,g,6,draw
807,b,1,b,7,f,5,fifteen
808,d,3,f,4,f,2,six
809,d,2,h,8,a,6,twelve
810,d,1,c,4,f,8,fourteen
811,b,2,d,2,e,1,draw
812,c,2,e,2,e,3,draw
813,d,4,d,8,f,4,eleven
814,a,1,a,7,h,1,ten
815,b,1,f,3,c,5,sixteen
816,d,3,f,7,g,7,draw
817,d,3,g,5,h,5,draw
818,b,1,a,1,c,5,fourteen
819,c,1,c,4,h,3,eight
820,c,2,g,8,e,7,fourteen
821,d,2,b,2,f,7,thirteen
822,d,3,e,3,b,7,ten
823,b,1,h,2,c,6,fourteen
824,b,1,h,3,h,4,draw
825,b,1,f,8,g,4,eleven
826,b,2,c,4,f,2,ten
827,d,1,f,4,a,1,five
828,d,4,c,7,h,6,nine
829,d,2,b,8,b,3,twelve
830,b,1,a,5,g,4,twelve
831,d,2,b,4,f,2,seven
832,d,1,a,2,a,3,draw
833,d,1,d,5,e,8,fourteen
834,d,4,a,7,f,5,eleven
835,a,1,f,4,h,1,twelve
836,d,2,c,4,h,2,six
837,c,1,b,3,d,5,fifteen
838,d,1,g,8,g,3,fourteen
839,c,1,f,4,g,7,ten
840,c,2,b,5,h,7,twelve
841,d,4,d,1,h,8,nine
842,c,2,c,5,f,8,thirteen
843,b,1,d,8,f,6,fifteen
844,b,1,h,2,d,1,seven
845,b,1,e,4,f,2,eleven
846,c,1,c,7,b,4,eleven
847,d,1,e,2,e,6,fourteen
848,c,3,g,8,g,6,thirteen
849,d,3,f,1,a,4,ten
850,b,2,b,1,h,4,thirteen
851,d,2,b,2,h,8,eleven
852,c,3,h,5,h,4,draw
853,b,1,g,6,h,3,ten
854,b,1,a,7,g,1,nine
855,a,1,f,5,e,4,draw
856,d,2,h,5,h,2,eight
857,b,1,e,3,g,4,fourteen
858,d,3,a,1,g,8,eleven
859,c,2,e,3,c,5,thirteen
860,d,2,f,1,h,6,ten
861,d,1,e,6,b,1,five
862,c,2,f,2,e,6,thirteen
863,c,2,f,7,e,5,fourteen
864,c,2,f,7,g,4,eleven
865,d,1,h,4,c,4,fourteen
866,c,2,c,6,g,7,twelve
867,c,3,b,8,f,4,thirteen
868,d,2,a,6,b,7,draw
869,c,2,h,5,e,6,twelve
870,d,2,b,1,a,8,seven
871,a,1,d,1,f,3,fifteen
872,d,3,e,5,g,1,seven
873,d,3,b,5,e,6,eleven
874,d,1,d,4,a,7,eleven
875,b,1,h,8,e,4,fifteen
876,b,1,c,4,a,3,ten
877,d,2,c,5,g,7,twelve
878,d,1,c,5,e,7,fourteen
879,d,3,b,5,f,7,eleven
880,b,2,c,8,g,3,thirteen
881,d,3,d,4,f,7,eleven
882,d,3,d,4,e,1,seven
883,b,1,h,4,d,8,fourteen
884,c,2,f,1,h,2,eleven
885,d,4,b,4,h,3,nine
886,c,2,f,8,f,1,ten
887,c,2,c,4,e,1,eight
888,d,2,c,5,e,5,thirteen
889,c,1,d,3,h,8,twelve
890,c,2,d,2,c,7,ten
891,c,1,e,7,e,5,fifteen
892,d,2,a,7,e,8,nine
893,b,1,e,8,b,3,fourteen
894,d,3,a,6,g,5,twelve
895,c,1,e,8,e,2,fourteen
896,a,1,f,5,d,2,fifteen
897,c,1,f,6,a,6,fourteen
898,d,4,d,1,b,2,eight
899,b,1,d,2,d,7,fourteen
900,c,1,a,2,f,1,six
901,a,1,g,4,h,1,eleven
902,b,1,f,1,a,5,twelve
903,d,4,a,3,g,3,eleven
904,d,3,b,4,g,6,eleven
905,c,3,e,3,h,5,eleven
906,d,1,a,2,a,1,draw
907,d,2,c,5,g,4,nine
908,c,1,a,6,b,6,draw
909,c,2,b,7,b,8,draw
910,d,1,e,3,d,5,fourteen
911,c,3,d,3,e,2,seven
912,c,2,h,5,b,4,thirteen
913,c,1,e,6,f,3,fourteen
914,d,3,a,1,g,2,eight
915,d,4,h,3,g,5,twelve
916,d,1,a,6,h,3,thirteen
917,d,1,a,8,f,4,fourteen
918,d,1,h,6,g,6,draw
919,c,3,c,8,h,4,eleven
920,c,1,f,7,f,1,thirteen
921,c,2,b,7,g,5,thirteen
922,c,3,e,3,g,7,twelve
923,b,1,c,4,c,5,draw
924,c,2,a,4,g,3,eight
925,a,1,c,3,e,5,sixteen
926,c,3,a,8,h,7,twelve
927,c,1,f,1,f,8,fourteen
928,d,1,e,1,a,1,five
929,d,2,d,3,g,8,eleven
930,a,1,a,4,g,6,fifteen
931,a,1,a,3,d,2,eleven
932,d,1,f,6,a,8,thirteen
933,b,2,b,3,f,3,fourteen
934,d,1,c,4,h,1,six
935,d,4,e,3,h,7,nine
936,b,1,a,6,d,8,thirteen
937,d,2,g,8,h,8,draw
938,d,2,a,1,f,3,fourteen
939,d,3,f,3,a,6,eleven
940,d,1,g,5,g,1,eleven
941,c,3,d,1,h,8,eleven
942,d,2,b,8,h,1,six
943,b,1,f,7,c,8,eleven
944,b,1,f,6,a,3,twelve
945,d,2,c,8,g,8,thirteen
946,c,1,g,4,b,7,thirteen
947,c,1,g,3,h,1,eight
948,d,2,b,8,c,8,draw
949,c,3,f,1,h,8,ten
950,d,4,c,6,d,2,eight
951,d,1,h,3,b,6,thirteen
952,c,3,g,8,g,4,twelve
953,d,2,g,4,g,7,eleven
954,d,2,d,5,f,8,eleven
955,a,1,b,1,h,3,fourteen
956,d,4,d,3,c,1,seven
957,b,2,f,5,e,1,twelve
958,b,1,d,1,f,6,fifteen
959,d,3,f,6,f,2,eight
960,d,4,a,2,g,5,eleven
961,d,2,g,3,b,2,three
962,b,1,c,7,f,8,eleven
963,c,1,b,4,c,7,fourteen
964,d,3,f,3,b,2,six
965,d,4,a,2,g,3,eleven
966,b,2,d,1,e,2,draw
967,d,2,c,6,a,5,ten
968,d,3,f,2,d,1,four
969,d,2,c,2,a,2,ten
970,d,4,a,1,h,5,nine
971,c,1,e,8,h,3,twelve
972,d,3,d,7,a,5,ten
973,c,2,h,3,h,8,twelve
974,c,1,b,3,a,6,seven
975,d,1,h,8,a,7,thirteen
976,d,1,e,7,b,6,fourteen
977,d,4,d,5,b,1,six
978,c,2,b,4,h,5,twelve
979,d,4,f,8,c,1,eight
980,c,1,g,1,b,3,fourteen
981,c,1,a,7,a,2,eleven
982,c,2,a,4,a,7,nine
983,c,1,f,8,d,5,fifteen
984,d,4,c,1,f,2,ten
985,d,4,d,6,g,5,eleven
986,d,4,e,2,b,2,eight
987,c,2,h,5,a,2,two
988,c,1,f,5,h,4,twelve
989,b,1,g,4,a,8,ten
990,b,2,g,2,f,6,fourteen
991,c,1,g,4,f,4,draw
992,d,4,e,4,c,1,eight
993,d,2,e,7,f,4,twelve
994,d,2,f,3,g,6,ten
995,d,4,a,7,h,2,eight
996,b,1,g,3,e,3,sixteen
997,c,1,h,3,b,5,fourteen
998,d,1,e,4,c,3,ten
999,c,3,g,2,d,1,seven
1000,d,2,f,3,g,5,ten
1001,c,1,f,8,h,1,ten
1002,a,1,f,4,d,1,thirteen
1003,c,1,d,5,h,7,twelve
1004,d,2,g,2,e,7,thirteen
1005,d,2,a,3,e,6,thirteen
1006,c,3,h,8,g,2,eleven
1007,c,3,g,7,f,1,eleven
1008,d,3,a,3,f,8,eleven
1009,a,1,c,7,g,2,thirteen
1010,a,1,g,3,h,2,draw
1011,b,1,e,4,h,6,twelve
1012,d,2,b,7,g,6,thirteen
1013,c,2,f,3,e,5,fifteen
1014,d,1,c,5,a,7,eleven
1015,b,1,f,6,h,5,thirteen
1016,a,1,d,7,d,2,fifteen
1017,d,3,a,8,b,4,eleven
1018,d,2,g,2,h,1,draw
1019,d,3,h,6,d,5,twelve
1020,a,1,e,1,g,5,fourteen
1021,d,4,c,5,h,2,eight
1022,d,2,h,1,d,4,thirteen
1023,a,1,f,4,h,7,thirteen
1024,c,1,d,8,f,1,twelve
1025,c,2,g,4,e,4,thirteen
1026,c,2,h,4,a,6,eleven
1027,c,1,a,2,b,3,draw
1028,c,1,e,6,b,6,fifteen
1029,d,1,e,7,d,5,fifteen
1030,c,1,a,7,g,8,ten
1031,c,2,f,1,g,7,ten
1032,c,1,f,7,a,3,twelve
1033,c,2,c,3,e,3,fourteen
1034,d,4,c,8,f,2,ten
1035,d,1,d,2,a,8,eleven
1036,c,2,b,2,e,7,thirteen
1037,d,1,b,1,d,3,fourteen
1038,d,1,d,2,d,6,fourteen
1039,b,1,h,8,g,8,draw
1040,c,2,f,5,b,7,twelve
1041,c,1,h,4,c,3,eleven
1042,d,1,d,7,a,2,eleven
1043,b,2,e,4,h,3,nine
1044,d,1,e,7,d,4,fourteen
1045,d,4,h,1,f,4,eleven
1046,d,1,a,5,d,8,thirteen
1047,d,2,c,3,g,6,thirteen
1048,d,3,h,5,a,1,five
1049,b,2,g,6,e,4,fifteen
1050,c,3,a,4,e,4,thirteen
1051,d,1,d,8,g,2,twelve
1052,d,1,e,6,h,2,eleven
1053,d,1,a,8,b,2,twelve
1054,c,1,a,6,b,3,fourteen
1055,b,2,a,2,g,1,nine
1056,b,2,g,4,d,4,fourteen
1057,d,3,c,1,h,1,six
1058,c,2,d,5,e,4,draw
1059,c,1,e,7,d,7,draw
1060,d,3,e,5,a,6,nine
1061,c,1,d,7,f,5,fifteen
1062,c,1,e,6,c,5,fifteen
1063,d,1,c,3,d,4,draw
1064,b,2,e,5,h,4,eleven
1065,b,1,e,2,g,6,thirteen
1066,d,2,d,3,h,7,eleven
1067,c,2,h,7,e,6,thirteen
1068,a,1,g,1,h,3,eleven
1069,b,2,e,7,g,5,fourteen
1070,d,4,g,7,h,5,eight
1071,d,2,g,5,e,6,thirteen
1072,d,3,a,3,b,7,ten
1073,d,3,f,1,h,6,ten
1074,d,2,c,2,f,6,thirteen
1075,c,2,f,8,e,4,fourteen
1076,d,4,a,1,f,1,nine
1077,b,1,h,5,b,3,fourteen
1078,c,2,d,4,f,7,twelve
1079,c,2,f,1,c,4,thirteen
1080,a,1,g,6,g,5,draw
1081,b,1,e,7,d,7,draw
1082,d,3,g,4,a,8,nine
1083,d,2,a,2,b,7,thirteen
1084,d,1,g,8,d,8,fourteen
1085,c,1,h,1,c,6,fourteen
1086,c,2,a,3,e,2,seven
1087,d,3,h,3,g,7,eleven
1088,c,2,g,4,b,8,eleven
1089,c,3,g,5,a,1,two
1090,c,1,f,1,d,3,fifteen
1091,d,3,a,3,h,4,eleven
1092,b,2,h,3,f,1,nine
1093,d,1,a,3,g,8,twelve
1094,b,2,a,8,h,1,nine
1095,d,3,g,3,d,8,twelve
1096,d,3,f,3,b,4,twelve
1097,c,1,f,7,g,8,draw
1098,c,2,h,2,c,7,thirteen
1099,c,2,e,7,g,7,twelve
1100,b,1,a,6,a,3,twelve
1101,c,1,f,2,g,5,eleven
1102,c,2,b,3,e,4,fourteen
1103,c,2,b,8,h,5,twelve
1104,b,2,f,8,h,1,eleven
1105,b,1,a,4,a,8,ten
1106,d,2,c,3,f,7,thirteen
1107,b,2,g,6,h,1,nine
1108,d,2,c,1,b,7,nine
1109,d,3,b,1,b,2,draw
1110,b,2,b,5,e,4,thirteen
1111,d,4,h,4,h,5,draw
1112,d,4,g,1,h,2,draw
1113,c,2,h,2,e,4,thirteen
1114,b,1,a,3,a,8,ten
1115,b,2,b,1,e,5,fourteen
1116,d,2,a,1,f,8,twelve
1117,d,1,g,6,d,8,thirteen
1118,c,1,f,6,a,2,twelve
1119,b,2,a,2,h,1,nine
1120,d,2,b,8,c,5,thirteen
1121,d,3,c,5,g,8,ten
1122,d,1,f,7,b,3,fourteen
1123,a,1,d,6,h,5,fifteen
1124,d,1,b,2,f,4,fifteen
1125,b,1,b,8,c,7,draw
1126,d,1,g,5,a,7,thirteen
1127,c,1,g,3,h,3,draw
1128,d,3,a,3,e,6,twelve
1129,c,2,c,1,e,1,eleven
1130,c,1,b,3,a,2,draw
1131,c,3,b,4,f,5,thirteen
1132,d,2,h,1,b,6,thirteen
1133,d,2,g,7,a,6,twelve
1134,d,1,e,8,h,6,twelve
1135,d,1,f,3,f,5,fourteen
1136,c,3,f,4,g,4,draw
1137,b,2,c,1,g,1,nine
1138,d,1,e,8,g,2,thirteen
1139,b,1,d,7,b,4,twelve
1140,b,1,e,7,f,1,twelve
1141,c,3,f,1,h,5,ten
1142,b,1,d,1,d,5,fifteen
1143,a,1,c,2,d,2,draw
1144,b,1,d,1,e,6,fifteen
1145,c,2,g,8,c,4,thirteen
1146,b,1,b,7,d,6,fifteen
1147,c,3,f,4,c,1,two
1148,d,3,d,6,f,8,eleven
1149,c,3,c,7,f,2,ten
1150,c,2,a,7,a,2,zero
1151,b,1,b,7,c,7,draw
1152,d,2,f,2,d,6,thirteen
1153,d,1,f,5,g,6,draw
1154,c,3,f,3,e,5,fourteen
1155,a,1,d,3,g,1,nine
1156,b,1,c,3,a,3,ten
1157,b,1,e,1,f,2,draw
1158,d,4,d,1,g,7,ten
1159,c,1,b,4,h,7,thirteen
1160,d,2,d,4,c,6,ten
1161,d,2,h,8,b,2,five
1162,b,2,a,4,h,3,nine
1163,c,1,b,2,e,5,fifteen
1164,b,2,f,6,e,5,draw
1165,c,1,e,1,f,3,thirteen
1166,c,3,g,8,f,3,thirteen
1167,c,2,g,4,c,5,thirteen
1168,a,1,h,6,h,5,draw
1169,c,2,d,8,a,8,ten
1170,b,1,g,7,a,8,ten
1171,d,2,g,1,f,3,thirteen
1172,c,1,a,1,d,5,fourteen
1173,b,2,a,8,f,2,twelve
1174,a,1,f,6,d,3,sixteen
1175,d,3,f,2,c,7,twelve
1176,b,1,c,2,c,5,sixteen
1177,c,1,c,4,b,3,draw
1178,d,1,e,4,f,3,draw
1179,b,2,b,4,e,4,fourteen
1180,d,1,b,7,f,2,eleven
1181,a,1,d,6,h,7,thirteen
1182,d,4,h,4,h,6,eleven
1183,d,1,h,2,d,8,fourteen
1184,b,1,c,1,c,3,fifteen
1185,c,1,f,6,h,8,eleven
1186,d,1,e,2,d,3,thirteen
1187,a,1,d,4,h,1,ten
1188,b,1,b,8,b,7,draw
1189,d,4,f,5,d,1,eight
1190,b,1,a,2,f,1,six
1191,c,1,e,7,f,6,draw
1192,d,2,b,4,g,6,thirteen
1193,d,3,g,1,c,1,six
1194,c,3,e,4,h,2,eight
1195,c,2,g,6,g,4,fourteen
1196,d,1,a,3,h,4,thirteen
1197,c,3,a,3,g,2,ten
1198,d,4,a,3,h,2,seven
1199,d,4,h,4,d,1,eight
1200,b,2,g,3,f,3,draw
1201,c,2,g,5,h,5,draw
1202,d,3,d,1,h,7,eleven
1203,d,1,d,5,a,6,twelve
1204,a,1,b,6,g,3,fifteen
1205,c,3,h,1,f,6,thirteen
1206,c,1,c,4,g,8,twelve
1207,c,1,f,7,b,3,thirteen
1208,d,4,h,6,b,1,eight
1209,d,1,g,4,d,5,fourteen
1210,c,1,f,7,c,7,fifteen
1211,d,3,d,2,c,7,twelve
1212,d,3,e,3,b,2,six
1213,c,1,c,7,a,3,eleven
1214,b,1,e,2,d,6,fourteen
1215,b,1,c,8,g,5,fourteen
1216,a,1,f,6,g,1,thirteen
1217,b,2,g,1,g,2,draw
1218,c,2,e,6,g,8,twelve
1219,d,3,c,8,e,5,twelve
1220,c,3,g,6,f,5,draw
1221,d,3,e,6,g,7,ten
1222,d,1,f,8,f,4,fifteen
1223,d,3,f,8,f,4,twelve
1224,a,1,f,6,d,1,fourteen
1225,c,1,b,8,e,7,fifteen
1226,d,2,d,8,b,3,eleven
1227,d,3,d,4,a,8,eight
1228,b,1,a,4,g,8,thirteen
1229,d,3,a,3,h,1,five
1230,c,1,h,7,b,4,fourteen
1231,d,3,e,2,g,6,eleven
1232,d,3,e,5,h,7,nine
1233,c,2,c,4,h,4,twelve
1234,c,2,e,8,e,4,thirteen
1235,d,3,g,6,a,7,nine
1236,d,1,e,5,e,3,fourteen
1237,a,1,d,4,g,1,eleven
1238,d,2,b,2,h,6,thirteen
1239,c,3,b,2,f,2,ten
1240,b,1,d,8,g,2,thirteen
1241,d,1,e,7,f,8,draw
1242,d,1,c,2,b,7,eleven
1243,b,1,f,5,h,5,thirteen
1244,c,1,b,8,a,8,draw
1245,d,1,e,4,b,8,twelve
1246,d,4,c,5,e,2,ten
1247,c,2,d,7,b,7,eleven
1248,b,1,f,3,a,8,ten
1249,c,2,c,1,e,7,thirteen
1250,a,1,g,3,g,5,sixteen
1251,d,3,d,1,c,5,twelve
1252,c,3,f,1,e,3,thirteen
1253,d,4,b,8,h,1,seven
1254,d,1,f,7,f,6,draw
1255,c,3,c,7,g,4,thirteen
1256,c,1,c,2,f,5,fifteen
1257,b,1,d,3,a,4,twelve
1258,d,3,a,2,d,1,five
1259,d,2,f,6,f,4,fourteen
1260,d,1,f,5,h,4,twelve
1261,c,1,f,7,b,8,eleven
1262,d,2,b,8,f,5,thirteen
1263,d,1,h,6,g,8,thirteen
1264,d,3,e,4,c,6,twelve
1265,d,3,g,1,b,3,seven
1266,d,2,b,7,f,5,thirteen
1267,d,1,e,3,a,4,thirteen
1268,d,3,f,7,h,5,ten
1269,d,1,h,2,b,6,thirteen
1270,b,2,c,5,e,2,fourteen
1271,c,1,b,8,g,5,fourteen
1272,c,1,a,1,h,8,thirteen
1273,b,1,g,5,b,5,fifteen
1274,d,2,c,5,f,8,thirteen
1275,d,2,e,8,h,1,six
1276,d,4,f,2,e,2,draw
1277,b,2,b,1,f,3,fourteen
1278,b,1,d,4,g,5,thirteen
1279,c,2,b,3,h,8,twelve
1280,b,2,d,2,d,3,draw
1281,c,2,e,8,e,2,twelve
1282,c,3,d,1,g,5,twelve
1283,a,1,g,1,d,3,fifteen
1284,c,3,a,2,h,5,twelve
1285,a,1,d,2,g,1,seven
1286,d,2,d,3,h,8,eleven
1287,a,1,e,8,d,2,fourteen
1288,c,2,h,2,a,3,twelve
1289,d,4,a,5,f,2,ten
1290,d,3,f,4,c,5,twelve
1291,d,3,h,8,e,8,eleven
1292,d,3,d,8,h,7,eleven
1293,c,2,a,2,d,5,fourteen
1294,d,1,b,8,c,6,fifteen
1295,c,2,e,7,c,8,ten
1296,b,2,f,1,e,5,fourteen
1297,a,1,h,6,h,4,sixteen
1298,d,2,c,5,h,8,eleven
1299,d,4,g,2,h,3,draw
1300,b,1,e,8,c,5,fourteen
1301,b,1,b,7,f,1,ten
1302,b,2,f,5,g,5,draw
1303,d,3,f,3,h,7,ten
1304,a,1,a,6,e,3,fifteen
1305,d,1,d,6,c,8,twelve
1306,c,1,g,1,g,8,fourteen
1307,d,3,c,5,b,7,seven
1308,c,1,d,2,h,8,twelve
1309,d,2,h,6,c,4,thirteen
1310,d,4,g,8,g,5,eleven
1311,b,2,h,4,g,3,draw
1312,d,2,f,4,a,8,nine
1313,b,2,a,1,h,1,nine
1314,c,3,e,3,f,2,draw
1315,b,1,e,3,b,7,thirteen
1316,c,2,f,2,g,4,eleven
1317,d,4,g,2,f,5,eleven
1318,d,1,g,5,f,5,draw
1319,c,1,d,8,a,3,twelve
1320,d,3,a,7,g,5,twelve
1321,d,4,c,2,f,4,eleven
1322,b,1,g,8,e,1,twelve
1323,c,3,h,3,c,1,three
1324,c,2,e,5,h,5,ten
1325,c,2,b,2,c,8,thirteen
1326,d,2,e,6,f,3,twelve
1327,d,3,d,5,g,5,eleven
1328,b,1,b,6,c,7,draw
1329,c,2,c,4,h,8,eleven
1330,b,1,c,3,b,7,nine
1331,c,3,h,1,g,5,twelve
1332,d,1,h,1,g,8,fourteen
1333,d,4,a,8,d,1,eight
1334,d,1,h,3,e,7,fourteen
1335,c,2,f,4,f,5,draw
1336,c,1,c,7,h,5,fifteen
1337,c,2,h,6,f,6,fourteen
1338,b,1,g,6,h,5,draw
1339,c,1,b,7,f,6,fifteen
1340,b,1,f,1,e,7,fourteen
1341,c,3,b,4,f,4,thirteen
1342,a,1,h,1,d,2,fourteen
1343,d,4,e,2,f,6,eleven
1344,d,2,c,3,f,1,six
1345,c,2,d,6,d,4,fifteen
1346,d,3,h,2,a,7,nine
1347,b,1,c,4,g,1,nine
1348,c,1,b,8,e,2,thirteen
1349,d,2,g,8,a,1,four
1350,c,1,d,7,d,6,draw
1351,d,2,f,8,d,4,fourteen
1352,d,2,f,1,a,2,five
1353,d,3,b,7,b,3,six
1354,c,2,h,4,a,8,nine
1355,b,1,d,8,g,6,fourteen
1356,a,1,e,5,c,1,fifteen
1357,d,2,c,6,g,6,fourteen
1358,c,1,b,2,g,6,fourteen
1359,d,4,h,2,h,7,nine
1360,c,1,c,8,h,3,twelve
1361,d,3,g,7,a,6,eleven
1362,d,2,f,3,e,7,thirteen
1363,c,2,g,4,f,8,thirteen
1364,c,1,a,5,b,7,fourteen
1365,d,1,b,8,f,3,fourteen
1366,b,2,h,1,h,5,twelve
1367,b,2,b,4,g,5,fourteen
1368,b,1,h,4,c,8,fourteen
1369,c,1,c,2,d,7,fourteen
1370,c,3,d,6,h,3,eleven
1371,d,3,h,8,g,6,twelve
1372,b,1,f,7,b,5,fifteen
1373,d,2,e,2,a,6,eleven
1374,b,1,b,8,f,2,twelve
1375,d,1,e,3,c,5,fourteen
1376,d,4,a,3,d,2,nine
1377,b,1,h,7,h,2,thirteen
1378,d,4,e,4,h,8,nine
1379,c,1,h,7,c,8,ten
1380,d,1,a,4,f,6,fourteen
1381,d,2,d,4,h,8,ten
1382,d,4,a,1,f,2,ten
1383,d,1,f,4,a,2,five
1384,c,1,a,6,b,8,thirteen
1385,c,2,e,7,d,7,draw
1386,d,1,e,6,h,1,six
1387,a,1,h,6,g,6,draw
1388,d,3,c,3,g,5,twelve
1389,d,3,h,3,h,1,seven
1390,d,3,g,7,b,1,five
1391,b,1,f,6,b,5,fifteen
1392,a,1,b,4,d,2,fourteen
1393,b,2,e,5,h,8,eleven
1394,c,1,c,2,h,7,twelve
1395,a,1,g,1,e,3,fifteen
1396,d,3,f,7,e,1,one
1397,d,4,h,5,d,1,eight
1398,c,1,g,2,h,7,eight
1399,d,2,b,1,e,6,thirteen
1400,d,2,g,7,e,4,fourteen
1401,d,4,b,5,h,5,ten
1402,c,3,f,5,f,6,draw
1403,c,3,b,5,e,4,ten
1404,b,1,a,1,h,6,fourteen
1405,d,3,a,7,f,8,seven
1406,c,2,f,8,b,5,twelve
1407,d,3,a,8,h,6,eleven
1408,d,1,c,6,f,4,fifteen
1409,d,3,b,8,h,5,eleven
1410,b,1,c,1,b,4,eleven
1411,b,1,h,3,c,3,fifteen
1412,c,1,h,5,h,2,twelve
1413,a,1,h,7,f,5,sixteen
1414,c,1,b,5,b,3,fourteen
1415,b,1,b,6,a,3,eight
1416,c,1,d,8,a,8,twelve
1417,b,1,b,2,f,8,fourteen
1418,a,1,c,3,d,3,draw
1419,d,1,h,6,c,8,twelve
1420,c,3,h,5,d,1,nine
1421,b,1,e,1,b,4,thirteen
1422,d,2,f,7,e,5,fourteen
1423,c,2,c,5,g,6,twelve
1424,b,1,b,4,c,4,draw
1425,d,4,b,6,b,1,eight
1426,b,1,h,8,a,6,thirteen
1427,c,1,g,5,e,4,fourteen
1428,c,3,a,5,h,4,ten
1429,d,1,f,2,g,6,eleven
1430,d,2,c,4,d,4,draw
1431,b,1,a,1,e,5,fourteen
1432,c,1,g,7,b,7,fourteen
1433,d,1,f,2,f,5,fifteen
1434,d,1,b,8,g,6,fourteen
1435,b,1,g,6,h,6,draw
1436,c,2,b,6,g,4,thirteen
1437,c,1,b,5,a,1,five
1438,c,1,b,4,f,3,nine
1439,d,3,h,6,h,1,seven
1440,c,2,b,3,e,3,fourteen
1441,c,1,c,6,f,1,nine
1442,c,2,h,5,e,3,thirteen
1443,d,3,d,5,h,3,eight
1444,b,2,g,7,g,5,fifteen
1445,d,2,c,2,b,2,ten
1446,d,3,e,4,a,7,nine
1447,b,2,h,2,f,2,fourteen
1448,c,3,a,1,g,1,nine
1449,d,1,f,7,h,1,nine
1450,d,1,a,4,b,6,fourteen
1451,b,1,g,6,f,2,fifteen
1452,d,3,b,4,c,7,twelve
1453,c,1,d,2,h,2,nine
1454,b,1,g,4,a,4,fourteen
1455,b,1,h,3,c,4,fifteen
1456,c,2,h,6,a,4,thirteen
1457,d,3,b,7,a,1,three
1458,d,3,f,4,a,8,nine
1459,d,1,d,2,e,8,thirteen
1460,b,1,d,8,c,3,eleven
1461,c,2,c,4,a,3,one
1462,d,1,b,7,c,3,fifteen
1463,b,1,e,6,c,5,fifteen
1464,d,2,e,3,e,4,thirteen
1465,c,2,e,6,e,4,fourteen
1466,c,1,a,4,h,8,eleven
1467,c,2,f,6,g,7,draw
1468,c,1,f,3,e,4,draw
1469,d,1,h,3,c,4,fourteen
1470,c,2,b,4,a,6,six
1471,c,3,g,7,a,1,two
1472,c,3,c,1,f,6,thirteen
1473,d,4,h,6,f,2,ten
1474,d,3,d,6,f,1,eight
1475,c,2,d,3,b,6,ten
1476,c,2,f,3,c,7,thirteen
1477,d,1,e,8,a,1,five
1478,c,2,g,2,a,3,twelve
1479,d,4,b,5,c,1,eight
1480,c,2,a,1,e,3,thirteen
1481,d,3,a,1,a,4,ten
1482,d,2,b,7,b,2,seven
1483,d,2,g,4,e,4,thirteen
1484,c,3,c,8,e,2,ten
1485,c,1,a,3,g,1,seven
1486,d,3,b,1,f,4,twelve
1487,c,2,f,7,h,4,eleven
1488,c,3,d,2,a,1,three
1489,b,1,c,4,d,3,draw
1490,c,2,c,8,f,2,ten
1491,c,1,c,4,h,8,eleven
1492,b,2,h,3,h,1,nine
1493,c,1,e,6,h,5,fourteen
1494,b,1,d,2,d,5,fifteen
1495,b,1,c,2,g,8,fourteen
1496,d,1,g,1,g,5,fourteen
1497,d,3,b,5,h,1,six
1498,c,1,b,5,d,8,fourteen
1499,c,3,e,4,h,7,eleven
1500,c,2,g,6,d,8,twelve
1501,d,1,c,3,h,8,twelve
1502,d,1,h,1,b,1,five
1503,d,1,g,2,b,4,thirteen
1504,d,1,h,4,a,4,fourteen
1505,c,2,a,5,f,8,twelve
1506,d,3,a,3,b,1,five
1507,c,1,d,2,h,5,thirteen
1508,d,1,h,6,a,6,fourteen
1509,c,2,c,3,e,1,seven
1510,c,3,a,7,f,5,thirteen
1511,d,1,h,8,a,3,twelve
1512,d,2,a,5,g,6,twelve
1513,b,1,f,6,c,7,thirteen
1514,d,4,b,6,g,1,nine
1515,d,2,g,8,b,3,twelve
1516,d,3,h,4,c,6,twelve
1517,d,1,b,7,f,3,fourteen
1518,c,1,e,2,c,4,fourteen
